,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.0,0.0,-0.4598450096069064,1.5338103159552556,0.0,0.0,-0.3207557819022929,0.0,0.0,0.0,0.0,-0.5410760230778416,0.0,0.0,0.0,-0.7079807596880784,0.0,0.0,0.0,0.0,0.0,0.0,0.54584421006538,0.0,0.0,0.0,-0.36218597282015175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6815644589160117,0.0,0.0,-0.3061537751235795,-0.6529815043426103,0.6344690296081854,0.4637393657735653,0.0,0.0,0.0,0.34361184611142814,-0.4468194574208128,0.0,0.467195776884153,0.0,0.0,0.0
1,0.0,0.0,0.0,0.3046635631820341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33682709615534295,0.0,0.0,0.0,-0.8786574898364167,0.5531526436127836,0.0,-0.3279997519057737,0.50276728425778,0.0,0.7640101661046798,0.0,0.5230809147511379,0.0,-0.5046321589493026,0.0,0.0,0.4485783805633704,0.0,-0.49688380137604404,0.3182840830987814,-0.4269035849917703,0.0,0.0,-0.327266071314673,-0.5982003601314724,0.0,-0.6855186269765629,0.0,-0.9169324575319484,0.35960584212625135,0.0,0.0,0.0,0.3734367871647736,0.0,-0.49797339907324667,0.3036920427987736,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30981874975364065,0.0,0.0,0.0,0.0,0.31380701684637574,0.0,-0.35264737673058644,0.0,0.0,0.0,0.0,0.0,-0.37793947471630074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5639968733024576,0.42985630468099556,0.0,0.0,0.31000694225234066,0.0,0.0,-0.3320150720153172,0.5569463386362218,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,-0.6572742542391495,0.4174014062199326,0.0,0.0,0.4598888658214873,0.0,-0.4908104434304215,0.0,-0.46090803431792743,0.8475890299898283,0.0,0.0,0.0,-0.6839907620577028,-0.423002747560478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42087717421350285,0.0,0.0,0.0,0.0,0.0,0.0,-0.3639564455705003,0.0,0.0,0.0,0.0,0.3109050563725016,-1.1360407020461907,0.0,0.5573283817012805,0.0,-0.3685721831336626,0.0,0.0,0.0,-0.3171294411047701,0.0,0.3085766939625774,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31785869887354284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43669905466723385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4708750052949376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.4886806099123157,0.0,0.0,-0.445337561789684,0.0,0.0,0.0,0.0,0.0,0.303241634478187,0.0,0.0,0.0,0.43507447915175906,0.0,0.8499095519591207,0.3410566065436965,0.0,0.0,0.0,0.0,0.0,-0.49266145605816436,0.0,-0.4039575331476383,0.0,0.0,-0.43545238534387837,0.0,-0.32866230906832195,0.0,0.0,0.0,-0.5087054666583388,0.0,-0.5582739815594364,0.0,0.3213896882541011,0.5119347590387276,0.0,0.33796293048421694,0.0,0.0,0.0,0.0,0.0,0.34300280567182756,0.0
10,0.0,0.0,0.31040103300998795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2471427617816462,0.8170974255580815,0.0,0.0,0.0,0.0,0.0,0.3457845380237035,0.3200854231153103,0.0,0.0,0.0,0.5512543166202711,0.0,0.0,0.0,-0.3491089198396875,0.0,0.0,0.0,0.0,-0.3395299435637956,0.0,0.0,0.0,-0.7371151488396285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.7641183689906577,0.0,0.32586295999470144,-0.5373565553354819,0.0,0.42860512850117216,0.39550491454338105,0.48638922528196404,-0.4200401575596787,0.0,0.0,0.0,-0.8343034879271228,0.0,0.0,0.0,0.0,0.0,0.0,-0.7527584486007661,0.4317846805163859,0.4674168236669877,0.0,0.3241377074292895,0.0,0.0,0.7481143441198704,0.3563278025781108,0.7456117152567764,0.0,0.0,0.0,1.0170230268046707,-0.6001091941429579,0.0,0.0,0.0,-0.6941643879403351,0.0,-0.4801461468510897,0.0,-0.5192457122709611,0.0,-0.5947477845962269,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36444156830648433,0.0,0.0,-0.5754219617539397,0.0,0.0,0.6165152703528113,0.0,0.0,0.0,0.0,-0.5080929433673924,0.0,0.0,0.0,-0.3728955193679641,0.0,0.0,0.0,0.0,0.0,-0.31832854918159487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6738782558682944,0.0,0.0,0.0,0.3013324986901985,0.49592770968891886,0.0,0.0,0.3699508805272924
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
